Compound	SMILES	Name	FingerprintNames	ECFP_4
AC33	CC(NC(=O)C=C)C=1C=CC=C(C1)N2CCCC2	N-{1-[3-(pyrrolidin-1-yl)phenyl]ethyl}prop-2-enamide	ECFP_4	0100000000000000000000001000000000000000000000000000000000000000000001000000000000000001001000010000000000000000000000000000000010000000001010010000000000000000010000100000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC34	C=CC(=O)NCC1(CCCC1)N2CCSCC2	N-{[1-(thiomorpholin-4-yl)cyclopentyl]methyl}prop-2-enamide	ECFP_4	0000001000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000001000010000000000010000000000000000000000000000010000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC35	C=CC(=O)NCC=1C=CC2=C(CCS2(=O)=O)C1	N-[(1,1-dioxo-2,3-dihydro-1??-benzothiophen-5-yl)methyl]prop-2-enamide	ECFP_4	0100000000000000000000000000000000000000000000000000000000000100000010000000000000000000100000000000000000000000000000000001000000000001010010000000000101000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC36	C=CC(=O)NC1CCN(CC=2C=CC=CC2)C1=O	N-(1-benzyl-2-oxopyrrolidin-3-yl)prop-2-enamide	ECFP_4	0010000000000000000000101000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000100000000000100000000000000000000010000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC37	C=CC(=O)NC1CCC2(CC1)OCCO2	N-{1,4-dioxaspiro[4.5]decan-8-yl}prop-2-enamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000001000000000001000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC38	C=CC(=O)NCC1=COC=2C=CC=CC12	N-[(1-benzofuran-3-yl)methyl]prop-2-enamide	ECFP_4	0010000000100000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000010000100000000001010000000100000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC39	C=CC(=O)N1CCCC(C1)N2C=CN=N2	1-[3-(1H-1,2,3-triazol-1-yl)piperidin-1-yl]prop-2-en-1-one	ECFP_4	0010000000100000000000001000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100010000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC40	ClC=1C=CC=C2CN(CC21)C(=O)C=C	1-(4-chloro-2,3-dihydro-1H-isoindol-2-yl)prop-2-en-1-one	ECFP_4	0100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000100100100000010000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC41	C=CC(=O)N1CCN(CC1)C(=O)NC2CCCCC2	N-cyclohexyl-4-(prop-2-enoyl)piperazine-1-carboxamide	ECFP_4	0010000000000000000000010100000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000100000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC42	C=CC(=O)N1CCS(=O)(=O)C=2C=CC=CC2C1	4-(prop-2-enoyl)-2,3,4,5-tetrahydro-1??,4-benzothiazepine-1,1-dione	ECFP_4	0100000000000000000000101000000000000000000000000000000000000000000000001000000000000000000001000000000000000000100000000000000010100000000010100000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC43	CC(NC(=O)C=C)C1=CC=2C=CC=C(F)C2O1	N-[1-(7-fluoro-1-benzofuran-2-yl)ethyl]prop-2-enamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000001000000000001010010000000000000000000000100000100000001000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC44	CC=1N=C2CCC(CN2N1)NC(=O)C=C	N-{2-methyl-5H,6H,7H,8H-[1,2,4]triazolo[1,5-a]pyridin-6-yl}prop-2-enamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000110000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC45	CCS(=O)(=O)C1CN(C1)C(=O)C=C	1-[3-(ethanesulfonyl)azetidin-1-yl]prop-2-en-1-one	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC46	COC=1C=CC=C2N(CCCCC12)C(=O)C=C	1-(6-methoxy-2,3,4,5-tetrahydro-1H-1-benzazepin-1-yl)prop-2-en-1-one	ECFP_4	0010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000001000010000000000000000000000100000000000000000001000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC47	ClC=1C=CC(=CC1)C2(CNC(=O)C=C)CC2	N-{[1-(4-chlorophenyl)cyclopropyl]methyl}prop-2-enamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000001000000000000100001000000000001000000000000000000000001001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC48	CC1(C)CCC=2C=C(NC(=O)C=C)C=CC2O1	N-(2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-6-yl)prop-2-enamide	ECFP_4	0100000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000001000000000000000000001000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC49	C=CC(=O)NCC=1C=CC=NC1N2CCOCC2	N-{[2-(morpholin-4-yl)pyridin-3-yl]methyl}prop-2-enamide	ECFP_4	0010000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000001000010000000001010000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC50	CN(C)S(=O)(=O)[C@@H]1CN(C[C@H]1C(F)(F)F)C(=O)C=C	(3S,4S)-N,N-dimethyl-1-(prop-2-enoyl)-4-(trifluoromethyl)pyrrolidine-3-sulfonamide	ECFP_4	0010001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC51	FC=1C=C(CNC(=O)C=C)C=NC1N2CCOCC2	N-{[5-fluoro-6-(morpholin-4-yl)pyridin-3-yl]methyl}prop-2-enamide	ECFP_4	0100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100001000000000101000000000011000000000000001010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC52	FC=1C=CC(NC(=O)C=C)=CC1N2CCOCC2	N-[4-fluoro-3-(morpholin-4-yl)phenyl]prop-2-enamide	ECFP_4	0010000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000001000000000100000000000000000000000100000000000001000000000000001000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC53	CS(=O)(=O)C=1C=CC=2CCCN(C(=O)C=C)C2C1	1-(7-methanesulfonyl-1,2,3,4-tetrahydroquinolin-1-yl)prop-2-en-1-one	ECFP_4	0100000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000001000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC54	FC(F)(F)C(=O)N1CCCCC1CNC(=O)C=C	N-{[1-(2,2,2-trifluoroacetyl)piperidin-2-yl]methyl}prop-2-enamide	ECFP_4	0100010000000000000000000100000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000010000000100000000000010000100000000000100100010000000000000000000000001000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC55	CC=1C=CC=C(C1)[C@H]2C[C@@H](C2)NC(=O)C=C	N-[(1r,3r)-3-(3-methylphenyl)cyclobutyl]prop-2-enamide	ECFP_4	0010000000000000000000000000000000000001000000000000000000000000000000000000100000000000000100000000000000000000000000000000001000000100000100000000000000000000000001000010000000000100100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC56	FC(F)(F)C=1C=CC(=CC1)N2CCC(C2)NC(=O)C=C	N-{1-[4-(trifluoromethyl)phenyl]pyrrolidin-3-yl}prop-2-enamide	ECFP_4	0010001000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000010000000000000000000000000000000000000001000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC57	FC(F)(F)C=1C=CC=C(C1)C(NC(=O)C=C)C2=NN=CN2	N-[(4H-1,2,4-triazol-3-yl)[3-(trifluoromethyl)phenyl]methyl]prop-2-enamide	ECFP_4	0110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000010000100000000000000000000001000000000001000000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC58	CS(=O)(=O)C=1C=CC(=CC1)C2(CCOC2)NC(=O)C=C	N-[3-(4-methanesulfonylphenyl)oxolan-3-yl]prop-2-enamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000100000010000100010000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC59	CC=1C=C(F)C=CC1N2CCCC(C2)NC(=O)C=C	N-[1-(4-fluoro-2-methylphenyl)piperidin-3-yl]prop-2-enamide	ECFP_4	0010000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000100000000000000000000000001000000000000001001000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC60	C=CC(=O)NC=1C=CC=2N(CC3CC3)C(=O)CCC2C1	N-[1-(cyclopropylmethyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]prop-2-enamide	ECFP_4	0100000000000000000001000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000001000000000000000010000000000000000000000100000000000001000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC61	CN1N=CC(NC(=O)C=C)=C1C(F)F	N-[5-(difluoromethyl)-1-methyl-1H-pyrazol-4-yl]prop-2-enamide	ECFP_4	0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC62	C=CC(=O)NCC1=COC(=N1)C=2C=CC=CC2	N-[(2-phenyl-1,3-oxazol-4-yl)methyl]prop-2-enamide	ECFP_4	0010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001001000000000100001000100000010100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC63	FC(F)OC=1C=CC=C(NC(=O)C=C)C1	N-[3-(difluoromethoxy)phenyl]prop-2-enamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000001000000000000000000000001010000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC64	COCC1(CCOC1)NC(=O)C=C	N-[3-(methoxymethyl)oxolan-3-yl]prop-2-enamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000001000001000010000100000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
